url,status,page_title,extracted_text,error
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2MTg=,200,Alpha Micro Components,"Alpha Micro Components | Information | Alpha Micro pioneered design-based component distribution, with deep expertise in wireless technology and IoT connectivity. Since 1995, we have been a trusted distributor of positioning and communication solutions and are now part of Steliau Technology, extending our portfolio and expanding our access to advanced connectivity and embedded solutions. | Social media | Contact details | https://www.alphamicro.net | United Kingdom | Team | David Taylor Product Line Manager Alpha Micro Components Ltd | ID Imogen Dunne Marketing Assistant Alpha Micro Components | John FitzPatrick Sales Director Alpha Micro Components Ltd | MH Matt Hill Marketing Manager Alpha Micro Components Ltd | NT Nicola Tobin Divisional Manager of Embedded Technology Alpha Micro Components Ltd",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2MjM=,200,Altium,"Altium | Products & services | Team | Information | Altium Limited, part of the Renesas Group, is a global leader in modern electronics product creation, transforming how products are designed, built, and delivered. The Altium Platform connects every stakeholder, discipline, and phase of development—simplifying complexity and simplifying complexity and accelerating electronics-based product creation. With next-generation solutions—Altium Discover, Altium Develop, and Altium Agile—together with Altium 365 and Altium Designer, Altium empowers engineers and enterprises of all sizes to deliver smarter, more connected products faster than ever before. | Social media | Contact details | https://www.altium.com | United Kingdom | Altium Agile | Altium Develop | Octopart Discover | Daniel Markham Account Manager Altium | HK Hampus Karlsson Strategic Account Manager Altium UK Ltd | JP James Park Enterprise Account Manager Altium | Jan Grooten Field Applications Engineer - CID Altium - Renesas | JC Josh Chambers Sr. Product Marketing Manager Altium",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzI0MjU4ODY=,200,Ambient Scientific,"Ambient Scientific | Sessions | Team | Contact details | https://www.ambientscientific.ai/ | Energy-Aware Intelligence for the Physical World Wednesday, June 10, 2026 12:00 PM to 12:30 PM Conference Theatre 3 Gajendra Singh · Ambient Scientific Inc | Energy-Aware Intelligence for the Physical World | GS Gajendra Singh CEO Ambient Scientific Inc",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzI0MzcwMzI=,200,Analog Devices,Analog Devices | Contact details | https://www.analog.com/en/index.html | Team | AK Abinaya Karki FAE Analog Devices | DP Dev Patel Sales Director Analog Devices | GE Gareth England Account Manager Analog devices | KK Kornel Kovacs Field Applications Engineer Analog Devices | LP Louise Paul Event Manager Mouser,
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIzMTQ0NDg=,200,Anglia Live,"Anglia Live | Sessions | Team | Information | Anglia Components Plc is the UK’s leading independent authorised distributor of semiconductors, optoelectronics, interconnect, passive and electromechanical components. A signatory of the ADS SC21 programme, the company holds AS9120, ISO9001 & ISO14001 accreditations. | Anglia stocks over 2 billion components from more than 1.3 million product lines in the UK, ready for same-day dispatch. | With anglia-live being our online ordering service, including:- | • Enhanced Parametric search engine | • Live inventory | • Live Pricing | • Same Day Despatch | Social media | Contact details | https://www.anglia-live.com | GB | Powering the Physical AI Revolution: A System Approach to Robotics Wednesday, June 10, 2026 11:20 AM to 11:50 AM Conference Theatre 3 Stephan Ihmels · STMicroelectronics | Powering the Physical AI Revolution: A System Approach to Robotics | Industrial protocols handling: from IT down to the factory floor Thursday, June 11, 2026 11:20 AM to 11:50 AM Conference Theatre 2 Natale Testa · STMircroelectronics | Industrial protocols handling: from IT down to the factory floor | Redefining Power for the Next Generation of Electronics Thursday, June 11, 2026 12:40 PM to 1:10 PM Conference Theatre 3 | Redefining Power for the Next Generation of Electronics | AP Andrew Pockson Engineering Manager Anglia Live | AK Aseer Khalid Account Manager - Aerospace, Defense & Space STMicroelectronics | BC Ben Clarke GEO North Sales | Sales Account Manager STMicroelectronics | CJ Claire Joyce Sales Director - Anglia Europe/China Anglia Live | DP David Pearson Technical Director Anglia Components Plc",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2MjQ=,200,Ansmann UK,"Ansmann UK | Products & services | Team | Information | Ansmann is a global provider of advanced mobile power solutions, integrating German engineering, UK technical support, and high‑volume manufacturing in China to deliver robust, high‑performance power solutions for modern hardware applications. | At Ansmann UK, we provide local expertise backed by global capability. Our UK office offers dedicated sales and customer support, while our UK warehouse ensures a wide range of standard products are available for immediate despatch. We also operate our own UK testing and inspection facilities, working in conjunction with Ansmann’s worldwide quality control systems. Our UK teams are always ready to support you. | With over 30 years of experience, Ansmann supplies both off‑the‑shelf and fully customised power solutions, including high‑performance rechargeable batteries, chargers, and power supplies. Our integrated approach covers design, prototyping, testing, approvals, and mass production, ensuring competitive pricing without compromising on quality or safety. | At Hardware Pioneers Max 2026, we’re showcasing how Ansmann UK helps innovators bring their products to life with dependable, future‑ready mobile energy solutions. | Social media | Contact details | https://www.ansmann.de/en | United Kingdom | Standard Li-Ion Battery Packs | Intelligent Programmable Battery Chargers | Standard Alkaline & Lithium Primary Batteries | Speciality Batteries | Standard Rechargeable NiMH Batteries | Rechargeable Li-Ion Batteries | Industrial Rechargeable NiMH Batteries | Rechargeable Battery Chargers | Powerbanks & USB Products | Universal Power Supplies | GT Gary Thomasson Sales Director - Industrial Solutions Ansmann UK Ltd | Michael Gates Business Development Manager Ansmann UK Ltd | PC Paul Channell Managing Director ANSMANN UK LTD",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzI0Njk3ODk=,200,Apitronix Semiconductor,"Apitronix Semiconductor | Information | The World's Most Powerful Real-Time Processor. | With 220 compact and efficient RISC-V cores running with true determinism Apitronix Cerebellum can simplify the most complex and demanding true real-time tasks, saving cost and bringing products to market faster. | It allows simpler safety cases, and dramatically reduces software ""brittleness"". | Social media | Contact details | https://apitronix.com/ | United Kingdom | Products & services | Cerebellum | Team | Ed French CEO Founder Apitronix Semiconductor | KT Ken Tindell CTO Founder Apitronix Semiconductor",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2MjI=,200,Ardencraft Technology,"Ardencraft Technology | Information | Ardencraft Technology stands as the direct engineering and manufacturing bridge between the UK and Shenzhen. We work with high-growth hardware startups, IoT innovators, and scaling e-commerce brands to take products from initial concept or prototype through high-volume mass production. | Our team has 32+ years of hands-on engineering experience. We’re engineers first, so we don’t just hand files over to factories. We handle the mechanical, electronic, and DFM details ourselves to ensure the design can be built properly. Products are designed to last and be repairable, not thrown away. | We run the whole process with an 8-gate system and work only with ISO 9001-certified factories in China that we’ve vetted ourselves. UK-based project managers check in daily, so communication gaps, time zones, and quality issues don’t hold things up. You run the business. We handle production | Social media | Contact details | https://www.ardencraft.com | United Kingdom | Products & services | Engineering Design Services | Chinese Manufacturing Readiness Check (CMRC) Frameworks | NPI Project Management | Team | Joel Rogers Sales Associate Ardencraft Technology",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2MzA=,200,Arrow,"Arrow | Sessions | Team | Information | Arrow Electronics (NYSE:ARW) sources and engineers technology solutions for thousands of leading manufacturers and service providers. With 2025 sales of $31 billion, Arrow’s portfolio enables technology across major industries and markets. Learn more at arrow.com. | Social media | Contact details | https://www.arrow.com | USA | How the Cyber Resilience Act influences MCU / SoC / FPGA selection Wednesday, June 10, 2026 10:40 AM to 11:10 PM Conference Theatre 2 | How the Cyber Resilience Act influences MCU / SoC / FPGA selection | Beyond the Datasheet: How Real Power Designs Get Built When Requirements Don't Fit the Parts Wednesday, June 10, 2026 2:00 PM to 2:30 PM Conference Theatre 2 Rawad Kuwidir · eInfochips Amit Sadhu · eInfochips | Beyond the Datasheet: How Real Power Designs Get Built When Requirements Don't Fit the Parts | AP Abhinav Pandya Head of Sales Nordic eInfochips | AS Amit Sadhu Director of Sales – Central Europe eInfochips | BF Brendan Free Sales Manager Arrow Central Europe GmbH | EK Edward Keith Regional Sales Manager – UK & Nordics Bel Fuse Inc. | GS George Sephton Market Development Engineer Arrow Electronics",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2Mjg=,200,ASK Technology,"ASK Technology | Information | ASK Technology is a specialist PCB assembly focused on prototyping, NPI, R&D, start-up and pre-production needs. | Catering for low volumes and sporadic requirements, we always have capacity and flexibility to build no matter how short notice. | Full Design For Manufacture reporting provided, quoting within 24 hours, various procurement options from free issue to full sourcing, assembly within 24 hours and no minimum order quantity. | Machine builds, placement of any fine pitch components and 100% AOI/X-ray with every board on every job. | Social media | Contact details | https://www.asktechnology.co.uk | United Kingdom | Team | AC Andrew Clisby Director ASK Technology Ltd | AN Arun Neupane Account Manager ASK Technology Limited | Josh Clisby Account Manager ASK Technology Ltd | KP Karl Pearson Director ASK Technology Ltd | PG Paul Gavin Commercial Manager ASK Technology Limited",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2Mjk=,200,Astute Electronics,"Astute Electronics | Products & services | Team | Information | Global authorised distribution, genuine components, and technical advice you can trust. | Astute’s goal is clear: bring more emerging high-potential manufacturers to market and empower engineers to innovate faster, smarter, and with far lower risk. Our design-led approach to authorised electronics distribution harnesses decades of experience across 150 franchised lines in AI compute, sensing & IoT, memory, power, optoelectronics, passives & discrete, fibre optics, and much more, all backed by direct relationships with our manufacturers. | Social media | Contact details | https://www.astutegroup.com | United Kingdom | Alif Semiconductor | RLS Merilna | ELVIN | Azoteq | SCI Semiconductor | Adriana Slovikova Sales, Marketing & Purchasing Manager ELVIN & Co․ s․ r․ o․ | AF Andrew FRAME VP Marketing & Product SCI Semiconductor | AP Andrew Parker ABM Manager Astute Electronics Ltd | AB Anil Burra Technical Business Development Manager Astute Electronics Ltd | BW Ben White Marketing Assistant Astute Electronics Ltd",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2MzQ=,200,Asunny Circuits,"Asunny Circuits | Products & services | Team | Information | Founded in 1996, Asunny Circuits is a leading PCB manufacturer based in China, specialising in PCB manufacturing. Our sales office is based in Shenzhen and Factory based in Jiujiang. We manufacture over 3 million m2 of boards every year, supplying to industry leaders such as BYD, Huawei, SAIC, Meta, NVT and Sunwoda etc. | Social media | Contact details | https://asunnypcb.com | China | PCB/FPCB/Rigid-Flex PCB | LD Liwei Dai Technical Consultant Jiangxi Asunny Circuits Limited | RL Rebecca Lu International Sales Manager Jiangxi Asunny Circuits Limited",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyODEwOTk=,200,Atlas Procurement Solution,"Atlas Procurement Solution | Products & services | Team | Information | We work with organisations to strengthen sourcing, supplier management, and cost control through practical, experience-led approaches. The focus is on identifying where value is being lost, addressing structural inefficiencies, and putting in place processes that are sustainable over time. | Our work draws on a global supplier network and hands-on experience across contract manufacturing, electronic components, raw materials, global Logistics, and enterprise software. | Rather than short term savings exercises, we help build procurement functions that are commercially sharper, more resilient, and better aligned to the needs of the business. | Social media | Contact details | https://www.atlasprocurementsolution.com | Procurement Consultancy | DH David Herd Contractor Array Display | KJ Kevin Johnson Contractor Array Display | PR Peter Robertson Contractor Array Display | Simon Moody Procurement Implementation Director Atlas Procurement Solution Ltd | SM Simon Moody Procurement Implementation Director Atlas Procurement Solution",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzI0NTcwODU=,200,AutoPCB,"AutoPCB | Information | AutoPCB makes designing in new ICs faster with dynamic datasheets. Our software makes electronic product development faster by eliminating the bottleneck of complex component datasheets. Engineers enter their application requirements and instantly receive a tailored reference design, complete with an optimized schematic and Bill of Materials ready to export. Less time buried in documentation. More time building. | Social media | Contact details | https://autopcb.app/ | Products & services | Dynamic reference design | Team | Caspian Chaharom Electrical engineer AutoPCB | PS Pete Sopcik CEO AutoPCB",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2MzY=,200,Avnet Abacus,"Avnet Abacus | Information | Avnet Abacus is a leading European distributor specializing in interconnect, passive, electromechanical, power supply, energy storage, wireless, and sensor products. With a strong presence in the market, we have established ourselves as a reliable and trusted partner for manufacturers, designers, and engineers across various industries. | Social media | Contact details | https://my.avnet.com/abacus | USA | Products & services | Product Highlights | Team | AR Andrew Runciman RSM UK North & Ireland Avnet Abacus | Chris De Franco Business Development Manager Avnet Abacus | CS Chris Shipway Distribution Manager XP Power | Cd Ciaran donaghy Account Manager Avnet | GP Gala Petrovic Event support Avnet Abacus",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2MzU=,200,Avnet Silica,"Avnet Silica | Sessions | Team | Information | WE TURN COMPLEX INTO DELIVERABLE | Avnet Silica helps thousands of businesses across EMEA bring secure, intelligent, and connected products to market. If you’re developing a complete edge to cloud concept, working on a new design or facing complex supply chain issues, our experts are here to support you every step of the way, or whenever you need us.Our commitment goes beyond just providing solutions; it's about fostering innovation and driving tangible results. As technological landscapes continue to evolve at an unprecedented pace, Avnet Silica remains at the forefront, equipping you with not only cutting-edge components and systems but also with the knowledge and guidance required to navigate the dynamic currents of the industry. | Contact details | www.avnet-silica.com | Enabling Physical Edge AI at Scale Thursday, June 11, 2026 11:20 AM to 11:50 AM Conference Theatre 1 Dimitris Kolosov · Avnet Silica | Enabling Physical Edge AI at Scale | AF Alvin Ferlance Field Application Engineer Avnet Silica | AB Andy Barker Sales Director UK & Ireland Avnet Silica | CE Carla Ellams Marketing Avnet Silica | DA Dan Atkins Business Manager - Embedded Avnet Silica | DM DANNY MCKINSTRY Senior Key Account Manager Avnet Silica",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2NDE=,200,Axiomtek,"Axiomtek | Information | Axiomtek is one of the major design and manufacturing companies in the Industrial PC field with over 30 year experience. Since its establishment in 1990, Axiomtek has successfully gained world wide recognition for its innovative designs and guarantee of total customer satisfaction. | At Axiomtek, we design, manufacture, and support award-winning versatile and modularly designed Single Board Computers, Applied Computing Platforms and Touch Panel Computers, so that customers have a single, reliable, cost-effective source. Axiomtek's wide array of CE, FCC & UL certified products include single board computers, embedded systems and barebone systems, panel computers, medical PC, human machine interfaces, and network security appliances. | Our creative concept of integrated services for embedded computing assures trusted delivery and valuable system integration from board-level design-in to system-level design for vertical markets in automation, transportation, gaming, power utility, POS, kiosk, retail, network security, medical, digital signage, green power and much more. | We opened UK office in 2015 in order to provide better services for local customers. Our worldwide technical support and sales service among our offices located in Taiwan, USA, Europe, Japan, and China to ensure prompt service to customers as well as logistic centers in Taiwan, USA, and China. | Social media | Contact details | https://www.axiomtek.com | United Kingdom | Team | CL Claire Lin Marketing and Sales Executive Axiomtek UK Ltd | EL Eric Lin Business Development Manager Axiomtek UK Ltd | RL Raymond Lai Product Solution Manager Axiomtek UK Ltd | WW Wen Wang Sales Director Axiomtek UK Ltd",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2NDA=,200,Azego TS Ltd and Vision Display Solutions,"Azego TS Ltd and Vision Display Solutions | Information | Azego is a leading AS9120B accredited independent distributor of electronic components offering global sourcing and strategic supply chain solutions. | Vision Display Solutions provides high-quality display technology solutions, helping customers to overcome their display challenges. | Social media | Contact details | https://www.azego.co.uk/en | United Kingdom | Team | BW Ben Willis Account Manager Azego TS Ltd | NR Neil Raggett Business Development Manager Azego TS Limited | SW Sarah Warlow Operations Manager Vision Display Solutions Ltd",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2NDI=,200,BCD Atlantik,"BCD Atlantik | Team | Information | BCD Atlantik is a UK-based provider of electronic components and technologies to businesses. We offer a range of services and products that deliver benefit to customers along their entire value chain, from early stage design support & problem solving, to supplying components for deployable products, and everything in between. | With long-standing relationships with key global suppliers, we have a focus on embedded processing, wireless communications, connectivity enablement and display technologies. Many of our projects are within the smart industrial and infrastructure markets, IoT, wireless audio & broadcast solutions, and medical devices & security applications. | Social media | Contact details | https://bcdatlantik.co.uk/en | United Kingdom | FL Francesca Lattore Operations BCD Atlantik Ltd | GA Greg Armand Senior Channel Sales BCD Atlantik Ltd & Qualcomm | LC Lewis Coomber Managing Director BCD-Atlantik Ltd | SB Shane Brewer Business Development Manager BCD-Atlantik Ltd",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzI0MjAxODM=,200,BEC Group,"BEC Group | Products & services | Team | Information | Established in 1978, BEC Group is a UK-based tooling and plastic injection moulding specialist. | From custom plastic housings to ruggedised enclosures and overmoulded sensors, we work closely with electronics brands, to bring their designs to life. | We collaborate closely with designers and engineers, providing Design for Manufacture expertise to optimise performance and cost. | With all tooling and moulding carried out in-house in Hampshire, we offer complete control, speed and quality. | Social media | Contact details | https://www.becgroup.com | United Kingdom | Plastic Injection Moulding | Tooling | Rapid/Prototype Tooling | Design for Manufacture | Overmoulding | Insert Moulding | Heat Inserting | JR James Ricketts Business Development BEC Group Limited | KR Katie Reed Commercial Director BEC Group | PH Paul Holland Technical Director BEC Group Limited",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2NDY=,200,Binder,"Binder | Information | binder is a family-owned company shaped by traditional values and is a leading specialist for circular connectors. The group includes the headquarters in Neckarsulm, nine international sales offices, seven production facilities, two system service providers and an innovation and technology centre. Their strengths lie in the development, design and automated manufacturing of standard and customised products. binder produces a wide range of industrial connectors for various technologies; agricultural, food & beverages, machinery, signal equipment, medical technology, measuring technology as well as sensor and automation technology. binder manufacture a wide range of products within their M12 family for various applications: A-coded for sensors and DC power, B-coded for Profibus and D- and X-coded for 100 Mbit and 10 Gbit Ethernet respectively.K- and L-coded M12 connectors are suitable for transmitting electrical power to AC and DC applications in factory automation. binder also offers a selection of overmolded cable components that were developed for use according to UL 2238. All M12 products from binder provide industry relevant protection acc. to IP67 against the ingress of dust and water. The binder variants are based on the current market standards with regard to the PCB drilling pattern, which means that switching to binder products requires little effort. The M12 family is just one series of industrial connectors that binder offer. (Including M5, M8, M16 and, M23). Alongside industry standard products they also manufacture many series suitable for industrial, medical and numerous other applications. | Contact details | https://www.binder-connector.com/uk | United Kingdom | Products & services | binder | Team | DS Dan Saxton Sales Manager - South BINDER UK LIMITED | DM David McKenzie Sales Manager - North BINDER UK LIMITED | DP David Phillips Managing Director BINDER UK LIMITED | GE Graham Ellis Sales Director BINDER UK LIMITED",
https://app.swapcard.com/widget/event/hardware-pioneers-max-26/exhibitor/RXhoaWJpdG9yXzIyNTI2NDc=,200,Bittium,"Bittium | Information | Bittium – Engineering ServicesWith over 40 years of experience in secure wireless technology, Bittium provides innovative, high-quality product development services for secure wireless devices. Our comprehensive expertise covers all areas in hardware and software development, ensuring reliability and performance. Supported by state-of-the-art testing services and laboratories, we deliver turnkey projects covering the full product lifecycle. Bittium also provides reliable and secure solutions for tactical and secure communications and biosignal measuring and monitoring. Bittium Corporation is listed on Nasdaq Helsinki Exchange (BITTI). | Contact details | https://www.bittium.com | Finland | Sessions | Why AI projects fail - and how to make yours succeed Thursday, June 11, 2026 12:40 PM to 1:10 PM Conference Theatre 2 | Why AI projects fail - and how to make yours succeed",
